Sinopsis,limpios
"Después de una conversación entre un hombre y su hermana esta decide suicidarse y él por la impresión sufre un derrame cerebral por el cual queda inmóvil y sólo en su casa, la cual será escenario de  una serie de sucesos paranormales, el se siente en limbo de los vivos y los deseos de su hermana son estar siempre a su lado, aunque sea desde el limbo de los muertos.",despues convers hombr herman decid suicid impresion sufr derram cerebral qued inmovil sol cas escenari seri suces paranormal limb viv dese herman siempr lad aunqu limb muert
Gracias al uso positivo de la tecnología actual una niña logra reencontrarse con una peluda amiga extraviada y así recuperar la alegría que también había perdido.,graci uso posit tecnolog actual niñ logr reencontr pelud amig extravi asi recuper alegr perd
"Gracias a el uso positivo y correcto de las herramientas tecnológicas actuales una niña logra reencontrarse con su peluda compañera, recuperando también la alegría que había perdido.",graci uso posit correct herramient tecnolog actual niñ logr reencontr pelud compañer recuper alegr perd
"¿sabes que pasa cuando citas a una persona de una aplicacion? La tecnologia ha avanzado tanto en los ultimos tiempos que nos permite estar mas conectados entre nosotros, sin embargo a veces, esto es contraproducente.  En este cortometraje podremos observar desde una diferente perspectiva el como la psique de un sujeto se va deteriorando al punto de dejarse seducir por el instinto mas bajo y primario del ser humano. Con diferentes interpretaciones, este ""corto"" inspirado en la vieja escuela de stephen king, Psycho de Hitchcock y el libro ""el vampiro de la colonia roma"" que inspiro la historia, busca incomodarte y dejarte una laguna en tu cerebro para dejarte algo que pensar al momento de prender una aplicacion y seleccionar a aquel siguiente prospecto.  Como nota del director, ninguna de las personas que aparecen y que realizan este corto son actores reales, todos son gente que se dedican al ambito de escort.",sab pas cit person aplicacion tecnologi avanz ultim tiemp permit mas conect embarg vec contraproducent cortometraj podr observ diferent perspect psiqu sujet va deterior punt dej seduc instint mas baj primari ser human diferent interpret cort inspir viej escuel steph king psycho hitchcock libr vampir coloni rom inspir histori busc incomodart dejart lagun cerebr dejart pens moment prend aplicacion seleccion aquel siguient prospect not director ningun person aparec realiz cort actor real gent dedic ambit escort
Un recién egresado de la universidad se ve involucrado en una de las redes más grandes de bioterrorismo del mundo,recien egres univers ve involucr red grand bioterror mund
"Felipe Arango es un niño de raíces indígenas, su primer día de escuela, se volverá muy especial.",felip arang niñ raic indigen prim dia escuel volv especial
"He descubierto que los poderes que salen en la película de Matilda, también los poseo yo!!!",descubiert poder sal pelicul matild pose
"Los Machitos son personajes que conviven dentro de nuestro mundo actual. En sus historias, nos comparten esos momentos magníficos mostrándonos en un tono inocente, infantil y divertido un mundo totalmente paralelo al que estamos acostumbrados a observar lleno de humor e irreverencia. Sus teorías y conclusiones de cada tema que presentan generan una serie de divertidas experiencias interviniendo la ciudad con buen sentido del humor.",machit personaj conviv dentr mund actual histori compart moment magnif mostr ton inocent infantil divert mund total paralel acostumbr observ llen humor irreverent teor conclusion cad tem present gener seri divert experient intervin ciud buen humor
"Un chico con ganas de cambiar el mundo creando un invento, pero sus amigos y novia no están de acuerdo, ¿su mejor amiga lo apoyara hasta el fin?.",chic gan cambi mund cre invent amig novi acuerd mejor amig apoy fin
Una mujer embarazada recibe la visita inesperada de una niña vestida de catrina.,muj embaraz recib visit inesper niñ vest catrin
"Corto que muestra un poco de la vida de Max, Héctor, Sam y Luis unos amigos que se separaron por azares del destino. Gracias a la tecnología se contactan a pesar de la distancia y apoyan a su amigo Max para seguir adelante con su nueva vida y no rendirse antes de empezar.",cort muestr vid max hector sam luis amig separ azar destin graci tecnolog contact pes distanci apoy amig max segu adel nuev vid rend empez
Una joven que trabaja en un restaurante se vuelve viral en internet gracias a un video que sube una mujer. La joven tendrá que pasar por duros momentos ya que muchas personas están compartiendo la información.,jov trabaj restaur vuelv viral internet graci vide sub muj jov pas dur moment much person compart inform
"Un adicto al celular (Gabriel Flores) puede ser muy susceptible a entrar en la realidad cuando su vida depende de siempre estar conectado con  lo virtual, quebrantando sus emociones al grado de llevarlo a la desesperación y angustia.",adict celul gabriel flor pued ser suscept entrar realid vid depend siempr conect virtual quebrant emocion grad llev desesper angusti
"Una mujer aparece en una casa que no recuerda, donde se le va contando la historia de un asesinato cometido e dicha casa, mientras da vueltas en un limbo de tiempo y espacio, que no le permite salir de la casa",muj aparec cas recuerd va cont histori asesinat comet dich cas mientr da vuelt limb tiemp espaci permit sal cas
Momentos de dos vidas diferentes a través de un dispositivo móvil,moment dos vid diferent traves disposit movil
