Categoria,Edad,Pais,Titulo,Genero,Duracion,Marca,Referencia,Dias,Marcas,Personas,Sinopsis,limpios
AFICIONADO,25,Colombia,Atrapados,Ficción,300,Apple,IPhone 7,61,111.0,16,"Un grupo de teatro queda encerrado en su lugar de trabajo, tras un ataque terrorista perpetrado en el edificio de enfrente. Desde la ventana logran ver ejecuciones,  como van tomando cada edificio y lanzan cadáveres por las ventanas. Desesperados, intentan mantenerse en silencio, hasta que uno de ellos les confiesa que está infiltrado y hace parte del ataque. Él hombre infiltrado, empieza a torturar y matar uno a uno a sus compañeros, hasta que en un acto heroico una de las mujeres del grupo se abalanza contra él y logran reducirlo. Cuando por fin han logrado controlar la situación e intentar una ruta de escape, se percatan que afuera las cosas se encuentra aún peor, los esperan para matarlos.",grup teatr qued encerr lug trabaj tras ataqu terror perpetr edifici enfrent ventan logr ver ejecu van tom cad edifici lanz cadaver ventan desesper intent manten silenci confies infiltr hac part ataqu hombr infiltr empiez tortur mat compañer acto heroic mujer grup abal logr reduc fin logr control situacion intent rut escap percat afuer cos encuentr aun peor esper mat
AFICIONADO,38,Colombia,ATRAPADOS,Acción,270,Huawei,FIG-LX3,30,173.0,6,"Dos amigos llegan a un apartamento. Uno quiere beber vino y el otro sólo desea buscar obsesivamente en varios artículos información sobre los espejos y el arte de robar almas a través de estos. Luego de un giro inesperado y rotundo en aquel lugar, la realidad y el enigma se convertirán en planos relativos para cada uno de ellos.",dos amig lleg apartament quier beb vin sol dese busc obses vari articul inform espej arte rob almas traves lueg gir inesper rotund aquel lug realid enigm convert plan relat cad
FAMILIAR,33,Ecuador,Aunque siempre falta algo,Ficción,289,Samsung,j3,40,,4,"Es la historia de una familia normal, la familia miranda, Cristy la hermana mayor, Yuli, la intermedia y Mikey , el menor. Todos tienen sus aficiones y nececidades en las que interviene la electricidad, Cristy necesita arreglarse y alizar su cabello porque debe estar bien presentada para contactarse con sus clientes, Yuli es aficionada a las telenovelas, pues estas le ayudan a alivial el estrés de su vida como universitaria, y Mikey para descanzar de su dia de escuela se decica a los videojuegos..Un dia como culaquier otro Cristy se arregla el cabello para salir a vivitar un cliente, llega entonces Yuli preguntando en donde esta el cotrol remoto, ella se retira a ver televisión, al rato llega Mikey de la escuela e interrumpe el momento de distraccion a de Yuli: Despues Mikey se dirige a jugar en la computadora. .Derpente mientras todos estan realizando sus actividades cotidianas hay un apagón, entonces, la familia se reune en la sala, donde se encuentra Yuli, y manifiestan su disgusto por la falta de energía, el aburrimiento les agovia, pero, Cristy comparte con ellos un vaso con agua, el cual parece tener efectos tranquilizantes..Finalmente, el aburrimiento puede mas, Mickey esta esperando que llegue la luz, Yuli observa su control remoto, Y Cristy mira el foco detenidamente, todos esperando el regreso de la energia para poder seguir disfrutando lo que antes hacian. En conclucion la enrgia electrica vuelve y cada quien vuelve a sus actividades.",histori famili normal famili mirand cristy herman mayor yuli intermedi mikey menor aficion necec intervien electr cristy necesit arregl aliz cabell deb bien present contact client yuli aficion telenovel pues ayud alivial estres vid universitari mikey descanz dia escuel decic videojueg dia culaqui cristy arregl cabell sal vivit client lleg entonc yuli pregunt cotrol remot retir ver television rat lleg mikey escuel interrump moment distraccion yuli despu mikey dirig jug comput derpent mientr estan realiz activ cotidian apagon entonc famili reun sal encuentr yuli manifiest disgust falt energ aburr agovi cristy compart vas agu parec ten efect tranquiliz final aburr pued mas mickey esper lleg luz yuli observ control remot cristy mir foc detenid esper regres energi pod segu disfrut haci conclucion enrgi electr vuelv cad vuelv activ
AFICIONADO,37,Spain,AURA (segunda parte),Acción,513,Samsung,Samsung J3,3,,4,"Esta es la primera entrega de la Trilogía AURA..AURA representa un genotipo femenino de Belleza ideal y atemporal. una hembra que como una hoja flota eterea entre la corriente de cierta dimension que la supera, la arrastra y la funde.....Este divino espectro humanado embutido en un cuerpo juvenil de hembra humana se desliza mientras anda entre la realidad en la que vive..La primera AURA-item- cuenta la historia de como nuestra heroina cual Alicia en el País de las maravillas descubre que el Amor que tanto la perturba y excita es el conejo que le muestra la puerta que conduce a una realidad conocida sólo por poblaciones marginales... por aquellos que sufren el tremendo poder oscuro de la guerra y la muerte a manos de los esbirros y fanáticos del Capital y del Control de los medios.",primer entreg trilog aur aur represent genotip femenin bellez ideal atemporal hembr hoj flot etere corrient ciert dimension super arrastr fund divin espectr human embut cuerp juvenil hembr human desliz mientr anda realid viv primer aur item cuent histori heroin alici pais maravill descubr amor perturb excit conej muestr puert conduc realid conoc sol poblacion marginal aquell sufr tremend pod oscur guerr muert man esbirr fanat capital control medi
AFICIONADO,37,Spain,AURA (primera parte),Acción,281,Samsung,J3,3,,4,"Esta es la primera entrega de la Trilogía AURA. AURA representa un genotipo femenino de Belleza ideal y atemporal. Una mujer que como una hoja flota etérea entre la corriente de cierta dimensión que la supera, la arrastra y la funde. Este divino espectro embutido en un cuerpo juvenil de hembra humana se desliza mientras anda entre la realidad en la que vive. La primera AURA-Ídem- cuenta la historia de cómo nuestra heroína, una especie de Alicia en el País de las maravillas descubre que el Amor que tanto la perturba y excita hace las veces de conejo que le muestra la puerta que conduce a una realidad conocida sólo por poblaciones marginales, por aquellos que sufren el tremendo poder oscuro de la guerra, desplazamiento forzado, tortura, humillación y la muerte a manos de los esbirros y fanáticos del Capital y del Control de los medios.",primer entreg trilog aur aur represent genotip femenin bellez ideal atemporal muj hoj flot etere corrient ciert dimension super arrastr fund divin espectr embut cuerp juvenil hembr human desliz mientr anda realid viv primer aur idem cuent histori com heroin especi alici pais maravill descubr amor perturb excit hac vec conej muestr puert conduc realid conoc sol poblacion marginal aquell sufr tremend pod oscur guerr desplaz forz tortur humill muert man esbirr fanat capital control medi
FAMILIAR,24,Colombia,AUSENCIA,Drama,297,Apple,iphone x,1,102.0,15,"Mauricio se encuentra absorbido por una tristeza imperante debido a la muerte de su esposa Carmen. Por medio de sueños que se entrecruzan con la realidad, Carmen encontrará la forma de comunicarse con él, despedirse y entender que puede seguir existiendo en la vida de Mauricio y su familia, así ella ya no esté.",maurici encuentr absorb tristez imper deb muert espos carm medi sueñ entrecruz realid carm encontr form comunic desped entend pued segu exist vid maurici famili asi
SMARTIC INCLUYENTE,24,Colombia,Ausente,Drama,295,Huawei,P20,4,,5,"manuel es un chico comun y corriente  de 22 años que vive su vida con total normalidad, sin embargo un dia, la vida de manuel y de aquellas personas que lo rodean, cambiara para siempre.",manuel chic comun corrient 22 años viv vid total normal embarg dia vid manuel aquell person rod cambi siempr
CRONICAS,33,Colombia,Bareta Films,Crónica,50,Apple,iPad I,30,5.0,1,Bareta Films SAS es una empresa audiovisual que se crea para participar en Smart Films 2015 con fines de crecimiento como empresa de pacífica revolución audiovisual y cultural en la población de Anolaima (Cund) .,baret films sas empres audiovisual cre particip smart films 2015 fin crecimient empres pacif revolu audiovisual cultural poblacion anolaim cund
SMARTIC INCLUYENTE,32,Colombia,bastones cruzados,Comedia,264,Apple,iphone 8,2,,-6,Es la historia de una pareja de infles que deciden ira un motel a pasar una tarde de lujuria. con tan mala suerte que en el mismomotel y en la misma habitación estaban sus parejas haciendo lo mismo.,histori parej infles decid ira motel pas tard lujuri tan mal suert mismomotel mism habit parej hac mism
AFICIONADO,25,Colombia,Beatriz,Ficción,266,Motorola,Moto G6 Play,5,77.0,8,"Una mujer llega adolorida a una extraña habitación y en el proceso de hacer una importante transferencia de dinero, se da cuenta que está herida gravemente. Es así como mezclando el espacio en donde se encuentra con recuerdos del pasado, la mujer lucha con el dolor para intentar vencer su inevitable final.",muj lleg adolor extrañ habit proces hac import transferent diner da cuent her gravement asi mezcl espaci encuentr recuerd pas muj luch dolor intent venc inevit final
SMARTIC INCLUYENTE,26,Colombia,Bebe,Comedia,180,Motorola,2,3,,3,Era una noche en la que me quede dormido y fue la noche mas larga con una pesadilla que parece que no tenga fin,noch qued dorm noch mas larg pesadill parec fin
SMARTIC INCLUYENTE,26,Colombia,BELLO,Documental,0,Samsung,mini s4,3,,2,Juan Pablo Bello  es un musico con discapacidad visual que gracias al apoyo de su familia y sus ganas de hacer música ha logrado que algunos que tenemos la vista en su estado natural quisiéramos privarnos de esta para poder llegar a ser mas sensibles e inteligentes.,juan pabl bell music discapac visual graci apoy famili gan hac music logr vist natural quis priv pod lleg ser mas sensibl inteligent
AFICIONADO,20,Colombia,BIENVENIDO AL AMOR,Drama,5,Samsung,j7 prime,30,19035.0,2,Un hombre que se enamora perdidamente de una joven,hombr enamor perdid jov
JUVENIL,17,Colombia,"Bogata, un monólogo capitalino",Documental,300,Samsung,Galaxy j1 mini prime,94,286.0,9,"Bogata, una combinación del pasado (Bacata) y el ahora de Bogotá, y más desgastada, historia contada para el reconocimiento de el ser, presencia verdadera de ancestros, ciudad de abyectos y extranjerizados, monólogo de una ciudad donde no todos sus lugares son visitados y conservan tesoros de belleza.",bogat combin pas bacat ahor bogot desgast histori cont reconoc ser presenci verdader ancestr ciud abyect extranjeriz monolog ciud lugar visit conserv tesor bellez
PROFESIONAL,36,Colombia,Buen viaje,Drama,215,Asus,Asus Zenfone 3,6,140.0,5,"La muerte casi siempre nos llena de dolor y más aun cuando se trata de un ser querido, en esta pequeña historia llena de mucha realidad pero adornada con algo de imaginación, nos muestra como la relación de un padre con su hijo lo lleva a a imaginar un momento de tranquilidad y amor cuando este le entrega un barco de papel que su padre le enseño a hacer cuando niño y como este pequeño vehículo marítimo se convertiría en una analogía de la vida feliz que llevaron ambos hasta mas allá del momento en que su padre debe despedirse y realizar el viaje, donde su hijo le da un buen viaje.",muert casi siempr llen dolor aun trat ser quer pequeñ histori llen much realid adorn imagin muestr relacion padr hij llev imagin moment tranquil amor entreg barc papel padr enseñ hac niñ pequeñ vehicul maritim convert analog vid feliz llev ambos mas alla moment padr deb desped realiz viaj hij da buen viaj
AFICIONADO,20,Colombia,Burócratas del Rock,Ficción,297,Motorola,G5 S PLUS,30,20152.0,6,"Una veterana y desconocida banda de rock sueña con convertirse en uno de los grupos con más influencia en la escena nacional, pero su principal inconveniente es el manejo de sus ingresos. .La banda atravesara bastantes obstáculos como la falta de presupuesto para comprar sus accesorios y otros elementos de su imagen, debido a que sus ganancias siempre se van en actividades superfluas. .Luego se darán cuenta que la mejor solución es organizarse y crear una cuenta grupal en Nequi y ahorrar para ir desarrollando su objetivo con más dirección.",veteran desconoc band rock sueñ convert grup influenci escen nacional principal inconvenient manej ingres band atraves bastant obstacul falt presupuest compr accesori element imag deb gananci siempr van activ superflu lueg daran cuent mejor solucion organiz cre cuent grupal nequi ahorr ir desarroll objet direccion
CRONICAS,55,Colombia,Cambiando violencia por sueños,Crónica,293,Huawei,P20,23,,26,"A los 11 años, Alexander Victoria, quien es hoy gestor deportivo del Distrito de Aguablanca de Cali, se vio involucrado en el mundo de la delincuencia. Por muchos años estuvo sumergido y marcado por la violencia, este comportamiento delictivo lo llevo a ser recluido en una cárcel siendo aún un adolescente. Cuando toco fondo, se concientizó que debía cambiar por el bien de él y la humanidad. Fue entonces cuando se dio a la tarea de inculcarles a los niños y jóvenes de su barrio Mójica que las drogas y la delincuencia no conducían a nada bueno en sus vidas, desde ese momento siempre les recalca que la mejor arma de paz era, es y será refugiarse en el deporte para combatir la delincuencia. Es así como a través del fútbol ha rescatado muchos niños y jóvenes de la delincuencia a lo largo ya de 3 años.",11 años alexand victori hoy gestor deport distrit aguablanc cali vio involucr mund delincuent años sumerg marc violenci comport delict llev ser reclu carcel siend aun adolescent toc fond concientiz deb cambi bien human entonc dio tare inculc niñ joven barri mojic drog delincuent conduc buen vid moment siempr recalc mejor arma paz refugi deport combat delincuent asi traves futbol rescat niñ joven delincuent larg 3 años
