Sinopsis,limpios
"Rogelio es un hombre de recursos limitados, asalariado, con deudas que es atracado por unos maleantes, después de contarle a su esposa y ella burlarse, decide hacer algo para sacar la delincuencia del barrio.",rogeli hombr recurs limit asalari deud atrac maleant despues cont espos burl decid hac sac delincuent barri
"Esa llamada lo cambio todo. Alfredo intento llevar una vida normal junto con su esposa hasta que ese hombre llamo. Decidió ayudar a ese hombre que tiene arraigado en su ser la esencia del egoísmo, ese hombre que solo busca el beneficio propio, aquel hombre de gorro negro que sonríe mientras limpia sus lentes oscuros con su camisa roja. Una elección difícil, pero Alfredo debe correr el riesgo de construir una bomba para asegurar su futuro, el de su esposa y el de su bebé que viene en camino.",llam cambi alfred intent llev vid normal junt espos hombr llam decid ayud hombr arraig ser esenci egoism hombr sol busc benefici propi aquel hombr gorr negr sonri mientr limpi lent oscur camis roj eleccion dificil alfred deb corr riesg constru bomb asegur futur espos beb vien camin
"Javier estÍ sentado en su comedor después de llegar del trabajo, con un vestido de oficina desarreglado, estÍ preocupado mirando su cuenta del banco, esta tembloroso y mordiendo sus uñas, en su muñeca de la mano se ve un dispositivo negro con una luz azul tenue, Javier mira la pantalla de su computador allí hay una cifra del saldo que tiene en su cuenta del banco y se ven unos recibos por pagar encima de la mesa. Javier llama a su madre para pedir algo de dinero para pagar sus deudas, pero al ver que su red social estaba bloqueada por falta de pago decide utilizar el dinero que le dio su madre para usarla. Javier paga, enseguida entra en un trance, una luz pasa por sus ojos y al abrirlos se da cuenta de que esta en otro lugar.",javi esti sent comedor despues lleg trabaj vest oficin desarregl esti preocup mir cuent banc temblor mord uñas muñec man ve disposit negr luz azul tenu javi mir pantall comput alli cifr sald cuent banc ven recib pag encim mes javi llam madr ped diner pag deud ver red social bloqu falt pag decid utiliz diner dio madr usarl javi pag ensegu entra tranc luz pas ojos abrirl da cuent lug
"Dos gatos que viven en el planeta Marte son tomados del pelo por su amo, quien los engaña constantemente haciéndoles creer que les darÍ de comer. Al final los gatos logran alimentarse con una comida poco usual.",dos gat viv planet mart tom pel amo engañ constant hac cre dar com final gat logr aliment com usual
"Gerónimo, un diseñador de modas, de la ciudad de BogotÍ. Se enfrenta a un diseño que Gabriela su clienta, le manda a crear para una pasarela. La inconformidad de Gabriela, lleva a Geronimo a desesperarse, y estar entre hacer o no hacer el diseño, aunque las ideas vienen y van, parece no encontrar la idea correcta para satisfacer las necesidades de Gabriela. Pero como las ideas son volÍtiles y rÍpidas, finalmente Gerónimo con entusiasmo logra llevar a cabo un diseño que es seleccionado por su clienta.",geronim diseñ mod ciud bogot enfrent diseñ gabriel client mand cre pasarel inconform gabriel llev geronim desesper hac hac diseñ aunqu ide vien van parec encontr ide correct satisfac neces gabriel ide volitil rip final geronim entusiasm logr llev cab diseñ seleccion client
"Ílex y Sebas son dos YouTubers muy famosos. Un día deciden realizar el ""Â¿Qué estoy comiendo? Challenge"". Ílex le da a probar cloro a Sebas, sin saber que iba a terminar matÍndolo. Ílex continÍºa haciendo videos, entre esos una broma a su mamÍ, quien al saber que la policía va tras su hijo, le ayuda a escaparse. Ílex y Olga ahora realizan videos siendo fugitivos de la ley, todo con el fin de mantener los caprichos de Ílex y ademÍs, todos sus suscriptores.",i lex seb dos youtubers famos dia decid realiz â com challeng i lex da prob clor seb sab iba termin matindol i lex continiº hac vide brom mam sab polic va tras hij ayud escap i lex olga ahor realiz vide siend fugit ley fin manten caprich i lex adem suscriptor
"SINOPSIS Porque las palabras no se las lleva el viento, se aferran a tu alma sin piedad, guiando tu camino, convirtiendo en cenizas tu destino. Este corto presenta la historia de Carolina una joven estudiante a la cual la vida se le vuelve una pesadilla en un abrir y cerrar de ojos, los malos tratos se vuelven rutina, estos le crean heridas que luego serÍn exteriorizadas de la peor manera.",sinopsis palabr llev vient aferr alma pied gui camin convirt ceniz destin cort present histori carolin jov estudi vid vuelv pesadill abrir cerr ojos mal trat vuelv rutin cre her lueg serin exterioriz peor maner
"En la vida nos encontramos con diversas personas y situaciones que entrelazan destinos, caminos, que, aunque con rumbos exponencialmente aislados, colindan en el tiempo generando coincidencias, o quizÍ, una serie de incidencias que demarcan la historia personal de sus protagonistas, éste es el caso de Pablo, Emiliano y Don Jorge, cuya motivación por hacer de sus vidas una mejor versión de sí mismos los conduce a un encuentro inevitable.",vid encontr divers person situacion entrelaz destin camin aunqu rumb exponencial aisl colind tiemp gener coincident quiz seri incident demarc histori personal protagon este cas pabl emilian don jorg cuy motiv hac vid mejor version mism conduc encuentr inevit
"Flavia(24) se encuentra acostada en su habitación esperando que su esposo Luis llegue de trabajar. Al ver la demora, Flavia decide enviarle un mensaje de voz. En medio de la espera, consigue quedarse dormida. Mientras duerme, recibe una visita demoníaca a quien ella confunde con su esposo hasta que descubre la verdad.",flavi 24 encuentr acost habit esper espos luis lleg trabaj ver demor flavi decid envi mensaj voz medi esper consig qued dorm mientr duerm recib visit demoniac confund espos descubr verd
un adicto se droga y tiene una mala experiencia; tiene visiones de guerra y perdicion.,adict drog mal experient vision guerr perdicion
"No siempre los ojos lo pueden ver todo. Inefable es la historia de un personaje solitario, sin sentimientos y ensimismado, con una vida normal, pero un día algo cambia radicalmente su cotidianidad y se da cuenta que algo lo vigila, que algo sigue cada uno de sus pasos; la intriga y la sorpresa serÍn la oportunidad para resolver todos los acertijos que se le presenten en el camino y así descubrirÍ algo que nunca se espera. Creamos este corto basÍndonos en una historia de la imaginación, queríamos representar mundos fantÍsticos y naturales, al igual que dos personajes salidos de la cabeza de la guionista; es una historia que genera intriga desde un comienzo y que muestra diferentes escenarios rurales y urbanos por donde se pasea nuestro personaje principal, las ganas por descubrir qué lo vigila, hacen que tanto el espectador como el personaje se detengan a preguntarse qué pasa, cuÍl serÍ el desenlace final y qué pasarÍ en todo este recorrido; los escenarios fueron muy b",siempr ojos pued ver inef histori personaj solitari sentimient ensimism vid normal dia cambi radical cotidian da cuent vigil sig cad pas intrig sorpres serin oportun resolv acertij present camin asi descubrir nunc esper cre cort basindon histori imagin quer represent mund fantist natural igual dos personaj sal cabez guionist histori gener intrig comienz muestr diferent escenari rural urban pase personaj principal gan descubr vigil hac espect personaj deteng pregunt pas cuil ser desenlac final pasar recorr escenari b
"Sinopsis Infinity Un prisionero de la dimensión CELCIA, escapa y llega a la dimensión T con la ayuda de un dispositivo â€œJumper Espacio/Dimensionalâ€, este es perseguido por un Policía dimensional el cual quiere llevarlo a juicio por viajar ilegalmente y por representar un peligro para las dimensiones alternas. Luego de una pelea escapa e intercepta su YO de la dimensión T, diciéndole que viene del futuro y que le ayudara a ser millonario en este futuro, también habla con su hija y le dice que le ayudara con su campeonato de porras, le pide ayuda y ella accede, se corta el cabello y se afeita y ahora es igual en apariencia al de la dimensión T. Uno de los dos ingresa al apartamento y el policía dimensional se encuentra allí, sin mediar palabra dispara su paralizador capturando así el que cree es el prófugo, agradece a la hija del afectado, borra su memoria, abre su portal y desaparecen. Al día siguiente, ella despierta, su padre ve la televisión, ella le ofrece B",sinopsis infinity prisioner dimension celci escap lleg dimension t ayud disposit â œjump espaci dimensionalâ persegu polic dimensional quier llev juici viaj ilegal represent peligr dimension altern lueg pele escap intercept dimension t dic vien futur ayud ser millonari futur habl hij dic ayud campeonat porr pid ayud acced cort cabell afeit ahor igual aparient dimension t dos ingres apartament polic dimensional encuentr alli medi palabr disp paraliz captur asi cre profug agradec hij afect borr memori abre portal desaparec dia siguient despiert padr ve television ofrec b
"Rafael va caminando, y ve que un conductor de una moto, adelante se le cae una maleta, al detenerse a recogerla ve que la persona es es un vecino cercano, a llegar a su casa decide ir a entregar la maleta, golpea la puerta y su curiosidad hace que revise la maleta dÍndose cuenta que en ella ocultaba un gran y sangriento misterio.",rafael va camin ve conductor mot adel cae malet deten recog ve person vecin cercan lleg cas decid ir entreg malet golpe puert curi hac revis malet dindos cuent ocult gran sangrient misteri
"Tras la salida de Carla de un hospital psiquiÍtrico a una vida â€œnormalâ€ encuentra un gran miedo a tan solo unos minutos al salir de allí, la imaginación el suspenso y la desesperación la llevaran a un estado al cual no podrÍ llegar a resistir, por lo que tendrÍ que intentar ocultarse de su mayor miedo su perseguidor, sin embargo sus intentos no son acertados cuando llega a su casa donde su perseguidor la espera y tras su Íºltimo momento de vida ve quien realmente es su principal enemigo y recuerda con calidad todos los momentos después de su salida.",tras sal carl hospital psiquiitr vid â œnormalâ encuentr gran mied tan sol minut sal alli imagin suspens desesper llev podr lleg resist tendr intent ocult mayor mied perseguidor embarg intent acert lleg cas perseguidor esper tras iºltim moment vid ve realment principal enemig recuerd calid moment despues sal
"Ambientado en los años 60ís veremos cómo la belleza de una mujer hace que nuestro excéntrico personaje haga una obsesiva descripción sobre ella; evidenciando su gran sentido del detalle, sus frustraciones y su aparente incapacidad para poder hablarle.",ambient años 60is ver com bellez muj hac excentr personaj hag obses descripcion evidenci gran detall frustracion aparent incapac pod habl
"Los celulares son un medio de uso cotidiano que al dia de hoy se ha convertido en parte esencial de la sociedad, puesto que nos ayuda a mantener una comunicacion mas estrecha con las demas personas, pero te has detenido a pensar en como es la vida de un telefono celular ""iphone blood"" nos muestra un ejemplo de todo lo que un telefono puede ver en su vida, por las manos que pasa y el destino final que puede correr...",celular medi uso cotidian dia hoy convert part esencial socied puest ayud manten comunicacion mas estrech dem person deten pens vid telefon celul iphon blood muestr ejempl telefon pued ver vid man pas destin final pued corr
"Irma no sabe como explicarle a Él que no tiene otra opción de dejarlo. Irma estÍ conflicto porque tiene que decidir si irse con su familia o huir definitivamente de la vida de Él. Él no sabe como explicarle a su corazón que Ella no va a estar ahí, los dos no entienden por qué la vida los obliga a separarse de esta forma. Esto lleva a que Irma y Él se citen para el Íºltimo beso, pero el destino se rehusa a que esto suceda.",irma sab explic opcion dej irma esti conflict decid si irse famili huir definit vid sab explic corazon va ahi dos entiend vid oblig separ form llev irma cit iºltim bes destin rehus suced
"En el día a día de un musico solo se conoce las dificultades del mismo por el equipo o personas cercanas al artista, este vlog demuestra como una agrupación llanera se vio involucrada en improvisar tiempos por la ultima marcha de profesores en BogotÍ, esto hizo que la audición de una convocatoria muy importante de la ciudad como lo es ""Musica para viajar"" del aeropuerto el dorado fuese una carrera contra el tiempo y el largo camino de que estos mÍºsicos de Ensamble Baquiano tuvieron que recorrer con instrumentos en mano nada fÍciles de cargar como el arpa llanera desde la cll26 con carrera 100 hasta el aeropuerto el dorado. Al final fueron la segunda mejor agrupación segÍºn los jurados en su veredicto. Ahora esta agrupación continua su camino para representar a Colombia en un festival latinoamericano de mÍºsica en Argentina.",dia dia music sol conoc dificultad mism equip person cercan artist vlog demuestr agrup llaner vio involucr improvis tiemp ultim march profesor bogot hiz audicion convocatori import ciud music viaj aeropuert dor carrer tiemp larg camin miºsic ensambl baquian recorr instrument man ficil carg arpa llaner cll26 carrer 100 aeropuert dor final segund mejor agrup segiºn jur veredict ahor agrup continu camin represent colombi festival latinoamerican miºsic argentin
"Juanaxila Sinopsis En una ciudad contemporÍnea, En un futuro X distante de la realidad actual, la basura ha cobrado vida por la radiación, los desechos tóxicos, orgÍnicos, casi vivos y tecnológicos, que llegan al vertedero mayor de basuras, las grandes urbes en expansión contaste, producen cantidades considerables de basura que a su vez, hacen el combustible que alimenta a este monstro llamado Juanaxila, salida de una mutación de basura y desechos tóxicos, la cual invade las ciudades con su ejército de hombres-ratas y hombres-moscas que corresponden al tipo antropomorfo, que se crean por el contacto de las plagas de ratas y moscas con los humanos. Bart Cachimiro, un habitante de la urbe pasa su tiempo sumergido en la redes virtuales, no es consiente de que ha ayudado a crear a este monstro de basura",juanaxil sinopsis ciud contemporine futur x distant realid actual basur cobr vid radiacion desech toxic orgin casi viv tecnolog lleg verteder mayor basur grand urbes expansion cont produc cantidad consider basur vez hac combust aliment monstr llam juanaxil sal mutacion basur desech toxic invad ciudad ejercit hombr rat hombr mosc correspond tip antropomorf cre contact plag rat mosc human bart cachimir habit urbe pas tiemp sumerg red virtual consient ayud cre monstr basur
"Lina Martinez es una madre soltera que lucha para poder conseguir el sustento diario, padece una enfermedad llamada Depresión Mayor, desde hace ya algÍºn tiempo estÍ envuelta en una lucha jurídica con el padre de su hijo, el desea tener la guardia y custodia total del niño. Lina es una madre entregada a su hijo pero tiene dos desventajas con respecto a el padre del niño, es una mujer con depresión diagnosticada y de escasos recursos económicos. Un día cualquiera el juzgado le notifica a Lina que perdió la custodia de Julian Andres Ariza su pequeño hijo de 7 años y debe entregarlo lo mÍs pronto posible al padre, esta noticia desencadenó en Lina un episodio depresivo que nubló su juicio. Lamó al padre del niño y acordarón que el pase a recogerlo al siguiente día, como acordaron el llego a recogerlo, al entrar a la habitación encontró a Lina tirada muerta en la cama, junto a un frasco de veneno y una nota escrita a mano que decía, SORPRESA, el busca a Julian y lo encu",lin martinez madr solter luch pod consegu sustent diari padec enfermed llam depresion mayor hac algiºn tiemp esti envuelt luch jurid padr hij dese ten guardi custodi total niñ lin madr entreg hij dos desventaj respect padr niñ muj depresion diagnostic escas recurs econom dia cualqu juzg notif lin perd custodi juli andres ariz pequeñ hij 7 años deb entreg mis pront posibl padr notici desencaden lin episodi depres nubl juici lam padr niñ acordaron pas recog siguient dia acord lleg recog entrar habit encontr lin tir muert cam junt frasc venen not escrit man dec sorpres busc juli encu
"Katya Milena CÍceres es una mujer que aparenta mayor edad de la que tiene, su rostro se ve cansado, su cabello desordenado, desarreglado, y esto es porque desde siempre ha sufrido maltrato intrafamiliar por parte de su conyugue, su esposo, REMBERTO mayor que ella, Un oficial de policía arrogante, sin pudor ni calidad humana, le pega constantemente, la maltrata de una forma brutal. Un día, KATYA, decide tomar las riendas de su vida y se ingenia un plan con otro hombre RICARDO que estÍ enfermo de SIDA, para acabar con el martirio que le produce REMBERTO. KATYA, investiga, y se da cuenta que su esposo sufre de hepatitis, entonces KATYA, en un acto de locura, se auto-infecta de SIDA por medio de RICARDO, para que cuando REMBERTO la vuelva a violar o a tener relaciones sexuales con ella, se infecte también, y muera rÍpidamente por consecuencia de la hepatitis.",katy milen cicer muj aparent mayor edad rostr ve cans cabell desorden desarregl siempr sufr maltrat intrafamili part conyug espos rembert mayor oficial polic arrog pudor calid human peg constant maltrat form brutal dia katy decid tom riend vid ingeni plan hombr ricard esti enferm sid acab martiri produc rembert katy investig da cuent espos sufr hepatitis entonc katy acto locur aut infect sid medi ricard rembert vuelv viol ten relacion sexual infect muer ripid consecuent hepatitis
"Juan Camilo, un universitario que busca plan un sÍbado en la noche, ve un partido de Colombia. Recibe un mensaje de Carolina y pactan verse en su casa. Juan Camilo recoge el desorden de su habitación, en eso entra una llamada a su celular de un nÍºmero desconocido, contesta entusiasmado pero se desanima un poco al escuchar la voz de su amigo SebastiÍn quien queda de pasar a su casa. Juan Camilo va al baño para terminar de arreglarse y se peina, hala unos boxers que estÍn atorando la puerta y cuando intenta sacarlos la puerta se cierra. Al querer salir del baño, toma la chapa y esta se rompe, quedando encerrado sin posibilidad alguna. Escucha su celular sonando y minutos después suena el timbre un par de veces. Carolina llega y conoce a SebastiÍn en frente de la casa, tienen una corta conversación y se van.",juan camil universitari busc plan sib noch ve part colombi recib mensaj carolin pact vers cas juan camil recog desord habit entra llam celul niºmer desconoc contest entusiasm desanim escuch voz amig sebastiin qued pas cas juan camil va bañ termin arregl pein hal boxers estin ator puert intent sac puert cierr quer sal bañ tom chap romp qued encerr posibil algun escuch celul son minut despues suen timbr par vec carolin lleg conoc sebastiin frent cas cort convers van
Esta es la historia de memo sobre su vida de Actor el títere viviente cuenta su historia de como fue que salio a una obra de teatro junto a su hermana katthy la mascota,histori mem vid actor titer vivient cuent histori sali obra teatr junt herman katthy mascot
"Tony es un chico despreocupado que vive la vida con cotidianidad, un día se encontró con Kyle, un robot que viaja en el tiempo y tiene la habilidad de transformar su apariencia física y toda su estructura ademas de otros super poderes, con su maquina de hipnosis lo convence de ayudarlo a guardar su secreto mientras esta en una misión para encontrar a otro robot imprudente que viajo en el tiempo al pasado y altero la continuidad de los hechos, para corregir el daño, Kyle el robot del futuro construye una maquina que abre un vórtice para abandonar el universo.",tony chic despreocup viv vid cotidian dia encontr kyle robot viaj tiemp habil transform aparient fisic tod estructur adem sup poder maquin hipnosis convenc ayud guard secret mientr mision encontr robot imprudent viaj tiemp pas alter continu hech correg dañ kyle robot futur constru maquin abre vortic abandon univers
La belleza liquida es la historia de Apsara una mujer hermosa,bellez liqu histori apsar muj hermos
"En un escenario de tela dos muñecas de lana reciben cartas de amor que caen desde el cielo, los sentimientos se representan con globos, los cuales actuarÍn de acuerdo a la situación de sus emociones. Una tercer muñeca de lana (La protagonista) llega al lugar cuando sus amigas se llevan sus globos de amor, ella desea algo similar y cose uno en el cielo. Por desgracia, ese globo no funciona y se deshace cuando intenta llevÍrselo. En una nueva escena ella recibe un libro de ritmos y danza, el cielo se lo ha entregado. Ella desarrolla un amor indescriptible por la mÍºsica, eso genera un globo Íºnico que crece conforme su talento aumenta. Aprende así que el amor y la dedicación pueden llevarte lejos, al rededor del mundo. Mientras que el apego emocional es menos seguro; como en el caso de su amiga quien recibe una carta con un corazón roto y se ve obligada a robar el amor que le correspondía a su otra amiga.",escenari tel dos muñec lan recib cart amor caen ciel sentimient represent glob cual actuarin acuerd situacion emocion terc muñec lan protagon lleg lug amig llev glob amor dese simil cos ciel desgraci glob funcion deshac intent llev nuev escen recib libr ritm danz ciel entreg desarroll amor indescript miºsic gener glob iºnic crec conform talent aument aprend asi amor dedic pued llevart lej rededor mund mientr apeg emocional men segur cas amig recib cart corazon rot ve oblig rob amor correspond amig
ES LA HISTORIA DE EL DAR POR SENTADO LAS COSAS Y NO APRECIARLAS Y LUEGO EL DESESPERO POR PERDERLA PERO DESPUÉS DE RECUPERARLA NO HAY LECCIÓN APRENDIDA SE CREAN UN SINNÍšMERO DE SITUACIONES CON RELACIÓN A UN SOLO TEMA SE HA AGOTADO EL AGUA DEJA VER QUE TODOS LOS SERES HUMANOS TENEMOS UN ASUNTO EN COMÍšN TENER SIEMPRE EL AGUA PERO IRÓNICAMENTE NUNCA APRENDEREMOS A CUIDARLA. Y POR ELLO ESTAMOS DESTINADOS A LLEGAR A EL CAOS COLECTIVO.,histori dar sent cos apreci lueg desesper perd despues recuper leccion aprend cre sinnišmer situacion relacion sol tem agot agu dej ver ser human asunt comišn ten siempr agu iron nunc aprend cuid ello destin lleg caos colect
"Luisa: 16 años, blanca, cabello largo de color negro. Tras la muerte violenta de su padre, parte desplazada en compañía de su madre y de una hermana para la ciudad. Al llegar, se encuentra con un entorno totalmente diferente al acostumbrado y con personas de actitudes contrarias a las de sus antiguos vecinos del campo. A ellas les toca convivir con los desprecios, tentaciones y negativas de trabajo. Ante esto, y el agravamiento de su progenitora, la joven Lucía decide aceptar una propuesta indecente que la llevarÍ a enfrentar un conflicto mayor.",luis 16 años blanc cabell larg color negr tras muert violent padr part desplaz compañ madr herman ciud lleg encuentr entorn total diferent acostumbr person actitud contrari antigu vecin camp toc conviv despreci tentacion negat trabaj agrav progenitor jov luc decid acept propuest indecent llevar enfrent conflict mayor
"El personaje Hugo es millonario pero oculta algo porque pide dinero teniendo mucho, Â¿por qué lo hace?",personaj hug millonari ocult pid diner â hac
"La Energía que Transforma trata sobre Lucho, un nadador colombiano que esta desanimado por que no le ha ido bien en las competencias y no tiene animo para entrenar por lo que su entrenadora nota ese cambio en él y busca una solución para darle energía y que pueda entrenar con las mejor disposición",energ transform trat luch nadador colombian desanim ido bien competent anim entren entren not cambi busc solucion darl energ pued entren mejor disposicion
"Sara es una joven de buena familia que ha sido educada en la inocencia, la bondad y la rectitud de las normas. Julio es un chico rebelde que vive la vida sin límites y en desorden. Los dos pertenecen a mundos opuestos, pero estÍn destinados a vivir un gran romance tan inevitable como imposible que sin duda correrÍ al borde de la muerte. Mientras que SebastiÍn, un chico de espíritu puro, amable y bueno le hace creer que es posible la felicidad.",sar jov buen famili sid educ inocent bond rectitud norm juli chic rebeld viv vid limit desord dos pertenec mund opuest estin destin viv gran romanc tan inevit impos dud correr bord muert mientr sebastiin chic espiritu pur amabl buen hac cre posibl felic
"Flor es un ama de casa que, como muchas en Colombia, ha dejado de lado sus proyectos personales y su propia vida para entregarse a su familia. Pero esa devoción por su esposo Carlos y por su hijo Diego no se ve recompensada. Por el contrario, la desatención, el desapego, su desconocimiento como persona y las humillaciones son su diario vivir. Pero esa fuerza que le da el amor por la familia tiene un límite para Flor: su dignidad como mujer.",flor ama cas much colombi dej lad proyect personal propi vid entreg famili devocion espos carl hij dieg ve recompens contrari desatencion desapeg desconoc person humill diari viv fuerz da amor famili limit flor dignid muj
es una gran historia de la hostia.,gran histori hosti
una ama de casa se descubre una arruga y se asusta,ama cas descubr arrug asust
"El presente cortometraje trata sobre Enrique, quien através de un sueño logra darse cuenta de qué es lo que esta mal en su matrimonio. Él lo nota justo a tiempo para impedir que su esposa lo abandone. Trata el tema de el subconsciente y como éste revela cosas que un indviduo puede llegar a bloquear.",present cortometraj trat enriqu atraves sueñ logr dars cuent mal matrimoni not just tiemp imped espos abandon trat tem subconscient este revel cos indvidu pued lleg bloqu
"Â¿Que estarías dispuesto hacer por AMOR ?. Jose un hombre aparentemente marginado por la sociedad , pone en riesgo su vida en busca de algo preciado para el "" el cabello"" , detrÍs de su apariencia hostil y sus extrañas razones fetichistas se esconde una alegría prometida.",â dispuest hac amor jos hombr aparent margin socied pon riesg vid busc preci cabell detr aparient hostil extrañ razon fetich escond alegr promet
"Esta corta historia fue escrita desde lo mÍs profundo del corazón de una madre que con la ayuda del padre de su pequeña, deciden explicarle, de una manera mÍs descriptiva y sencilla, una de esas preguntas complejas y usuales que los niños pequeños suelen hacer y que nosotros los padres no sabemos responder con total plenitud y sencillez. Pero, Â¿Dónde estÍ Dios que no lo veo? Parecería fÍcil de responder Â¿cierto?, pero cuando decides explicÍrselo, las palabras escasean y los gestos se multiplican porque sólo quieres que tu pequeña(o) tenga clara una pregunta tan importante como esta, así que nada mejor que dividir tu imaginación en compañía de tu pareja para hacerlo mÍs divertido, especial y lÍºdico, para que al final, de esta pregunta surja una respuesta inolvidable y tu hija(o) la guarde para siempre en su memoria y su corazón.",cort histori escrit mis profund corazon madr ayud padr pequeñ decid explic maner mis descript sencill pregunt complej usual niñ pequeñ suel hac padr sab respond total plenitud sencillez â dond esti dios veo parec ficil respond â ciert decid explic palabr escas gest multiplic sol quier pequeñ clar pregunt tan import asi mejor divid imagin compañ parej hac mis divert especial liºdic final pregunt surj respuest inolvid hij guard siempr memori corazon
"Narra la historia de un perrito Pitbull que siempre tuvo una buena vida con su dueño, y que luego de ser raptado por unos malhechores que lo quieren usar para peleas callejeras; logra escapar para luego ser marginado y rechazado por las personas, y finalmente terminar siendo amado y respetado por una niña humana a la que salva de un accidente, demostrando que estos perritos realmente son POTENCIALMENTE AMOROSOS.",narr histori perrit pitbull siempr buen vid dueñ lueg ser rapt malhechor quier usar pel callejer logr escap lueg ser margin rechaz person final termin siend amad respet niñ human salv accident demostr perrit realment potencial amor
"Al perder a su novio la noche anterior, Catalina llora en un parque mientras espera a su mejor amiga Carmen, que al llegar al verla tan afligida, le aconseja ir donde una Pitonisa de quien dice tener capacidades para ayudar a que Danilo, su novio, vuelva a su lado. Al estar en el consultorio de la Pitonisa, ésta le pregunta a Catalina si estÍ segura de quererlo hacer, Catalina sin dudarlo y sin nada que perder le dice que sí y le da una fotografía de su novio, la Pitonisa hace un ritual con aquella fotografía con un par de velas y utilizando un líquido de uno de sus frascos, al terminar, dice a Catalina que no hay marcha atrÍs, que su novio volverÍ antes de la media noche, y estarÍ a su lado por siempre, hasta el fin de sus días, entrega la fotografía y Catalina sale de aquel lugar. Ya en casa Catalina prepara todo para recibir a su novio, de un momento a otro suena el teléfono de su casa, Catalina emocionada contesta pensando que es Danilo, pero no lo es, en cambio es un",perd novi noch anterior catalin llor parqu mientr esper mejor amig carm lleg verl tan aflig aconsej ir pitonis dic ten capac ayud danil novi vuelv lad consultori pitonis esta pregunt catalin si esti segur quer hac catalin dud perd dic da fotograf novi pitonis hac ritual aquell fotograf par vel utiliz liqu frasc termin dic catalin march atris novi volver medi noch estar lad siempr fin dias entreg fotograf catalin sal aquel lug cas catalin prep recib novi moment suen telefon cas catalin emocion contest pens danil cambi
RaÍºl de 50 años invita a SebastiÍn a su casa y termina cayendo arrepentido en sus deseos reprimidos. Pronto se sorprenderÍ al descubrir que sus esposa regresó inesperadamente del viaje en el que estaba a causa de su padre enfermo y se hallarÍn en la mÍs vergonzosa situación.,raiºl 50 años invit sebastiin cas termin cayend arrepent dese reprim pront sorprender descubr espos regres inesper viaj caus padr enferm hallarin mis vergonz situacion
"En tiempos en que la hipocresía es una valor social irrenunciable, los hombres de bien señalan y persiguen todo aquello que consideran nocivo para el sostenimiento de sus propias mentiras. La violencia estructural que se cierne sobre las personas que soportan con sus vidas la estructura de una sociedad corrupta, se replica por aquellos que teniendo posición de privilegio sin ser dueños, perpetÍºan la pobreza y la miseria de aquellos a quienes sin clemencia persiguen. Obvian sus propios pecados y aÍºn así, tiran la primera piedra.",tiemp hipocres valor social irrenunci hombr bien señal persig aquell consider nociv sosten propi mentir violenci estructural ciern person soport vid estructur socied corrupt replic aquell posicion privilegi ser dueñ perpetiº pobrez miseri aquell clemenci persig obvi propi pec aiºn asi tir primer piedr
"La Prueba Rosa es mujer joven, de ideología hippie, consumidora de Marihuana. Carga con la responsabilidad de educar y sostener a su hija Yolima, una adolescente menor de edad, que cursa educación secundaria y, pasa por el momento mÍs crítico de su formación, expuesta al asecho de jóvenes como Augusto, un irreverente, haragÍn y confianzudo, que busca sacar provecho de la inocencia de Yolima. En un encuentro ocasional Rosa tiene que confrontar a Augusto, haciéndolo entender que no tiene lugar al lado de Yolima. La dura situación pasa, Augusto entiende y Rosa parece salir vencedora de la dura prueba.",prueb ros muj jov ideolog hippi consumidor marihuan carg respons educ sosten hij yolim adolescent menor edad curs educ secundari pas moment mis critic formacion expuest asech joven august irreverent haragin confianzud busc sac provech inocent yolim encuentr ocasional ros confront august hac entend lug lad yolim dur situacion pas august entiend ros parec sal vencedor dur prueb
"En esta sociedad, son cientos de personas quienes buscan el modo de salir adelante y esto lo convierten en su diario vivir; Edwin y David, un par de hermanos, hacen parte de este grupo y estÍn dispuestos a salir adelante, fueron muchas las puertas que se cerraron pero fue una ventana la que se abrió y ahora tienen una posibilidad mas. Este par de hermanos se esforzarÍn y lucharÍn para no perder esta gran oportunidad y triunfar de manera clandestina con su negocio. Â¿LograrÍn conseguirlo?",socied cient person busc mod sal adel conviert diari viv edwin dav par herman hac part grup estin dispuest sal adel much puert cerr ventan abri ahor posibil mas par herman esforzarin lucharin perd gran oportun triunf maner clandestin negoci â lograrin consegu
"Carolina, nuestra protagonista, acaba de terminar una relación toxica con Diego, pero él no estÍ muy feliz con esto, por lo que ella se verÍ obligada a atravesar por una situación que no se le desea ni al peor enemigo.",carolin protagon acab termin relacion toxic dieg esti feliz ver oblig atraves situacion dese peor enemig
