,Año,Categoría,País,Género,¿Cómo se enteró?,Referencia Dispositivo
1295,2016,Profesional,Colombia,suspenso,Amigo,iphone
1296,2016,Profesional,Colombia,suspenso,Redes Sociales,Sony Xperia Z3
1297,2016,Profesional,Colombia,ficcion,Amigo,Samsung Galaxy Note 5
1298,2016,Profesional,Argentina,accion,Internet,iphone
1299,2016,Profesional,Colombia,ficcion,Redes Sociales,Wiko- Goa
1300,2016,Profesional,Colombia,drama,Internet,Iphone 6
1301,2016,Profesional,Colombia,drama,Internet,Iphone 6S.
1302,2016,Profesional,Colombia,drama,Amigo,Samsung S6
1303,2016,Profesional,Colombia,drama,Internet,Galxy s4 mini - Iphone 4 - Iphone 6s
1304,2016,Profesional,Colombia,suspenso,Internet,"Nokia ""Lumia 920"""
1305,2016,Profesional,Colombia,drama,Amigo,IPHONE 5
1306,2016,Profesional,Colombia,drama,Internet,"IPHONE 6, SAMSUNG GALAXY"
1307,2016,Profesional,Colombia,ficcion,Amigo,Samsung Galaxy 6
1308,2016,Profesional,Colombia,ficcion,Amigo,Motorola MotoG tercera generacion- Motorola Moto X primera generación
1309,2016,Profesional,Colombia,accion,Internet,Samsung S3 y Iphone 4S
1310,2016,Profesional,Colombia,accion,Amigo,iPhone 6s / Samsung Galaxy J7
1311,2016,Profesional,Colombia,drama,Amigo,iPhone 6 / iPhone 6 plus / Samsung Galaxy J1
1312,2016,Profesional,Colombia,accion,Redes Sociales,Iphone 6S
1313,2016,Profesional,Colombia,drama,Radio,HUAWEI P7
1314,2016,Profesional,Colombia,ficcion,Prensa,LG g3 mini
1315,2016,Profesional,Colombia,drama,Amigo,Iphone 6
1316,2016,Profesional,Colombia,drama,Internet,"iphone 5s, ipad mini, iphone 5, iphone 6"
1317,2016,Profesional,Colombia,suspenso,Internet,"Huawei P7, Iphone 5, Iphone 6"
1319,2016,Profesional,Colombia,drama,Redes Sociales,Iphone SE
1320,2016,Profesional,Colombia,drama,Amigo,iphone 5c
1321,2016,Profesional,Colombia,ficcion,Internet,iPhone 5
1322,2016,Profesional,Colombia,suspenso,Amigo,iPhone 6s Plus
1323,2016,Profesional,Colombia,drama,Amigo,samsung s6
1324,2016,Profesional,Colombia,ficcion,Internet,Iphone 6
1325,2016,Profesional,Colombia,drama,Internet,Iphone 6
1326,2016,Profesional,Colombia,drama,Amigo,Iphone 5S
1328,2016,Profesional,Colombia,ficcion,Internet,"Iphnoe 4, Nokia 510"
1329,2016,Profesional,Colombia,accion,Redes Sociales,Iphone 6
1330,2016,Profesional,Colombia,ficcion,Redes Sociales,iPhone SE
1331,2016,Profesional,Colombia,suspenso,Televisión,Iphone 5s
1332,2016,Profesional,Colombia,drama,Redes Sociales,Sony Xperia Z3
1333,2016,Profesional,Colombia,drama,Redes Sociales,IPhone 6 S - IPhone 5 - Mini IPad
1334,2016,Profesional,Internacional,suspenso,Internet,iphone 5 - Ipad 2
1335,2016,Profesional,Colombia,accion,Internet,lumia 640
1337,2016,Profesional,España,comedia,Internet,LG-G3-D855
1338,2016,Profesional,Colombia,suspenso,Amigo,iPhone 6 y iPhone 6S
1339,2016,Profesional,Colombia,drama,Amigo,"IPhone6S, Moto G 2, Samsung Galaxi J5"
1340,2016,Profesional,Colombia,suspenso,Amigo,Iphone 6
1341,2016,Profesional,Colombia,suspenso,Internet,Iphone 5 c
1342,2016,Profesional,Colombia,ficcion,Redes Sociales,SAMSUMG S5
1343,2016,Profesional,Colombia,drama,Radio,Iphone 4S - Iphone 6S
1344,2016,Profesional,Colombia,suspenso,Amigo,Iphone 6S PLUS
1345,2016,Profesional,Colombia,documental,Amigo,Iphone 6
1346,2016,Profesional,Colombia,drama,Amigo,Iphone 6
1347,2016,Profesional,Colombia,drama,Internet,HUAWEI MATE 8 - Moto G
1348,2016,Profesional,Colombia,drama,Internet,SAMSUNG S7
1349,2016,Profesional,Colombia,comedia,Redes Sociales,iPhone 6
1350,2016,Profesional,Colombia,suspenso,Amigo,Sony Xperia Z5 Compact
1351,2016,Profesional,Colombia,drama,Internet,IPHONE 6
1352,2016,Profesional,Colombia,drama,Redes Sociales,iPhone 6s y iPhone 4s
1353,2016,Profesional,Colombia,drama,Internet,Moto G3
1354,2016,Profesional,Colombia,drama,Internet,"IPHONE 4S, IPHONE 6S"
1355,2016,Profesional,España,suspenso,Redes Sociales,Iphone 4s & iPhone 6
1357,2016,Profesional,Colombia,comedia,Televisión,Iphone 4
1359,2016,Profesional,Colombia,documental,Redes Sociales,Samsung Galaxy S3
1360,2016,Profesional,Colombia,suspenso,Amigo,Sony Xperia Z3
1361,2016,Profesional,Colombia,drama,Televisión,IPhone 6 plus
1362,2016,Profesional,Colombia,suspenso,Internet,Samsung Galaxy S6 Edge
1363,2016,Profesional,Colombia,drama,Radio,HUAWEI P7
1364,2016,Profesional,Colombia,comedia romantica,Amigo,samsung s5
1365,2016,Profesional,Colombia,Acción,Amigo,xperia aqua4 y sony z3compac
1367,2016,Profesional,Colombia,ficcion,Internet,iphone 4
1368,2016,Profesional,Colombia,ficcion,Amigo,iphone 6
1369,2016,Profesional,Colombia,drama,Internet,IPhone 6
1370,2016,Profesional,Colombia,drama,Internet,Iphone 6 Plus
1371,2016,Profesional,Colombia,comedia romantica,Amigo,Iphone 5s
1372,2016,Profesional,Colombia,documental,Internet,IPhone 6
1373,2016,Profesional,Colombia,ficcion,Internet,"Iphone 5, Iphone 6"
1374,2016,Profesional,Colombia,ficcion,Redes Sociales,"Iphone 6 s, iphone 6"
1375,2016,Profesional,Internacional,accion,Amigo,"iphone 5, 6 & Ipad"
1376,2016,SmarTIC,Colombia,drama,Convocatoria,ALCATEL ONE TOUCH PIXI 3.5
1378,2016,SmarTIC,Colombia,drama,Convocatoria,iPhone 5S
1379,2016,SmarTIC,Colombia,documental,Convocatoria,Iphone 6s
1380,2016,SmarTIC,Colombia,drama,Convocatoria,"IPhone 4, IPhone 4s y LG G4 STYLUS (Making of)"
1381,2016,SmarTIC,Colombia,comedia romantica,Convocatoria,Iphone 5s
1382,2016,SmarTIC,Colombia,comedia,Convocatoria,"iPhone 5S, iPhone 5, iPad 3"
1383,2016,SmarTIC,Colombia,accion,Convocatoria,interprete de lengua de señas
1384,2016,SmarTIC,Colombia,drama,Convocatoria,Samsung Dual
1385,2016,SmarTIC,Colombia,ficcion,Convocatoria,celular Black Berry 8520
1386,2016,SmarTIC,Colombia,drama,Convocatoria,Iphone 5 y Huawei scl-03
1387,2016,SmarTIC,Colombia,documental,Convocatoria,3208733569
1388,2016,SmarTIC,Colombia,comedia,Convocatoria,"Tablet LG, Celular samsung galaxy core prime, Celular kyocera"
1389,2016,SmarTIC,Colombia,drama,Convocatoria,CELULAR TOUCH
1390,2016,SmarTIC,Colombia,documental,Convocatoria,Samsung Galaxy Core Advance
1391,2016,SmarTIC,Colombia,drama,Convocatoria,LG G3 y IPHONE 6
1392,2016,SmarTIC,Colombia,accion,Convocatoria,"HTC ONE M8, AVVIO L500, SAMSUNG GALAXY ACE"
1393,2016,SmarTIC,Colombia,drama,Convocatoria,Huawei P7
1394,2016,SmarTIC,Colombia,drama,Convocatoria,Numero de modelo: AX700 y version de Android: 4.4.2
1395,2016,SmarTIC,Colombia,suspenso,Convocatoria,iPhone 5s Model A1533 EMC 2642
1396,2016,SmarTIC,Colombia,accion,Convocatoria,lenovo
1397,2016,SmarTIC,Estados Unidos,documental,Convocatoria,"Iphone 6S, Iphone 5S, Ipad Mini."
1398,2016,SmarTIC,Colombia,ficcion,Convocatoria,huawei 506
1399,2016,SmarTIC,Colombia,documental,Convocatoria,"Samsung Galaxy Grandprime SM-S53M, Samsung Galaxy S6 edge SM-G925I"
1400,2016,SmarTIC,Colombia,ficcion,Convocatoria,Sony Xperia E4
1401,2016,SmarTIC,Colombia,drama,Convocatoria,IPHONE 5C ; MOTOROLA G ; XIAOMI 2 PRO ; SAMSUNG GALAXY DÃšOS
1402,2016,SmarTIC,Colombia,accion,Convocatoria,Samsung s5
1403,2016,SmarTIC,Colombia,drama,Convocatoria,TABLET DELL modelo VENUE 11 PRO
1404,2016,SmarTIC,Colombia,documental,Convocatoria,"iPhone 6 S, iPhone 6 Plus, Samsung S6 Edge"
1405,2016,SmarTIC,Colombia,comedia,Convocatoria,smartphone elite mini ref 19405 y avvio smkit 750 material 31693
1406,2016,SmarTIC,Colombia,drama,Convocatoria,Galaxy J5 - Samsung Core 2
1407,2016,SmarTIC,Colombia,documental,Convocatoria,Iphone S6
1408,2016,SmarTIC,Colombia,documental,Convocatoria,iphone 5 c
1409,2016,SmarTIC,Colombia,drama,Convocatoria,"iPhone 6, samsung J7"
1410,2016,SmarTIC,Colombia,drama,Convocatoria,IPHONE 5S Model A1533 EMC 2642
1411,2016,SmarTIC,Colombia,documental,Convocatoria,LG: Stylus G3 - Motorola: Moto G
1412,2016,SmarTIC,Colombia,drama,Convocatoria,GALAXY S3 MINI Y S4 MINI
1414,2016,SmarTIC,Colombia,drama,Convocatoria,HUAWEI Y625-U13
1415,2016,SmarTIC,Colombia,documental,Convocatoria,SAMSUNG GALAXY J2 - AVIO 793 - MOTOG 2G
1416,2016,SmarTIC,Colombia,documental,Convocatoria,gimnasio
1417,2016,SmarTIC,Colombia,comedia,Convocatoria,celular del lenovo
1418,2016,SmarTIC,Estados Unidos,documental,Convocatoria,Iphone 5S
1419,2016,SmarTIC,Colombia,ficcion,Convocatoria,iPhone 5s
1420,2016,SmarTIC,Colombia,documental,Convocatoria,"NOKIA 520, ALCATEL C7, ALCATEL C3,IPHONE S5"
1421,2016,SmarTIC,Colombia,drama,Convocatoria,"Wawei P7, Avvio 795, Samsun Galaxy S4"
1422,2016,SmarTIC,Colombia,drama,Convocatoria,SAMSUNG GALAXY J7
1423,2016,SmarTIC,Colombia,comedia,Convocatoria,ELITE MINI REF 19405 Y AVVIO SMKIT 750 MATERIAL 31693
1424,2016,SmarTIC,Colombia,documental,Convocatoria,Iphone 4
1425,2016,SmarTIC,Colombia,documental,Convocatoria,"Iphone 6, Huawei Lite P8 y Samsun s3 mini"
1426,2016,SmarTIC,Colombia,documental,Convocatoria,iPhone 5
1427,2016,SmarTIC,Colombia,Acción,Convocatoria,HUAWEI
1428,2016,SmarTIC,Colombia,drama,Convocatoria,blackberry Q5 & ipro i324f
1429,2016,SmarTIC,Colombia,drama,Convocatoria,Samsung s6 edge
1430,2016,SmarTIC,Colombia,documental,Convocatoria,Huawei Y520-U03; Samsung galaxy core; Huawei Y3
1431,2017,Aficionado,Colombia,Comedia romÍntica,Redes Sociales,6s
1432,2017,Aficionado,Colombia,Drama,Amigo,Sony XPERIA XA
1433,2017,Aficionado,Colombia,Documental,Amigo,S7 Edge
1434,2017,Aficionado,Colombia,Suspenso,Redes Sociales,Moto G4 plus
1435,2017,Aficionado,Colombia,Drama,Televisión,moto g4 plus
1436,2017,Aficionado,Colombia,Ficción,Radio,E612g Optimus
1437,2017,Aficionado,Colombia,Drama,Amigo,LUMIA 1020
1438,2017,Aficionado,Internacional,Suspenso,Redes Sociales,redmi note 4
1439,2017,Aficionado,Colombia,Ficción,Amigo,Redmi 3
1441,2017,Aficionado,Colombia,Drama,Redes Sociales,Iphone 6
1442,2017,Aficionado,Colombia,Comedia romÍntica,Amigo,S6 edge Plus
1443,2017,Aficionado,Colombia,Suspenso,Redes Sociales,Samsung Galaxy J7
1444,2017,Aficionado,Colombia,Drama,Amigo,G4 PLAY xt1601
1445,2017,Aficionado,Colombia,Ficción,Televisión,iphone 6
1447,2017,Aficionado,Colombia,Ficción,Redes Sociales,Galaxi J5 metal
1448,2017,Aficionado,Colombia,Comedia,Televisión,J7 prime
1449,2017,Aficionado,Colombia,Ficción,Redes Sociales,iPhone 7
1450,2017,Aficionado,Colombia,Drama,Televisión,Y5 II
1452,2017,Aficionado,Colombia,Drama,Amigo,galaxy J2 prime
1453,2017,Aficionado,Internacional,Drama,Redes Sociales,Xperia C5 Ultra
1454,2017,Aficionado,Colombia,Ficción,Redes Sociales,j5
1455,2017,Aficionado,Colombia,Drama,Televisión,Moto G play
1456,2017,Aficionado,Colombia,Suspenso,Amigo,Samsung Galaxy J7 metal
1457,2017,Aficionado,Colombia,Drama,Redes Sociales,G5
1458,2017,Aficionado,Colombia,Acción,Prensa,Moto G 3ra Generación
1459,2017,Aficionado,Colombia,Drama,Redes Sociales,Iphone 5S
1460,2017,Aficionado,Colombia,Drama,Redes Sociales,Huawei LUA-U23
1461,2017,Aficionado,Colombia,Drama,Redes Sociales,SAMSUMG Glaxy S6
1462,2017,Aficionado,Colombia,Ficción,Amigo,A8 MAX
1463,2017,Aficionado,Colombia,Comedia,Redes Sociales,y52017
1464,2017,Aficionado,Colombia,Suspenso,Televisión,J5
1465,2017,Aficionado,Colombia,Documental,Redes Sociales,LANIX ILIUM L1200
1466,2017,Aficionado,Colombia,Drama,Redes Sociales,G5 plus
1468,2017,Aficionado,Colombia,Documental,Amigo,X cam
1469,2017,Aficionado,Colombia,Comedia,Redes Sociales,samsung 6 edge
1470,2017,Aficionado,Colombia,Documental,Amigo,G Play
1471,2017,Aficionado,Colombia,Drama,Amigo,iphone 5
1472,2017,Aficionado,Colombia,Drama,Redes Sociales,J5
1473,2017,Aficionado,Colombia,Comedia,Televisión,Android
1474,2017,Aficionado,Colombia,Ficción,Redes Sociales,"ME439E/A iPhone 5s, Silver/Plata, 64GB"
1475,2017,Aficionado,Colombia,Drama,Redes Sociales,iphone 7
1476,2017,Aficionado,Colombia,Terror,Redes Sociales,Iphone 5s
1477,2017,Aficionado,Colombia,Drama,Redes Sociales,Iphone 6
1478,2017,Aficionado,Colombia,Terror,Amigo,6
1479,2017,Aficionado,Colombia,Drama,Radio,MOTOG 5ta GENERACION
1480,2017,Aficionado,Colombia,Drama,Amigo,motog 5
1481,2017,Aficionado,Colombia,Drama,Redes Sociales,Iphone 6s
1482,2017,Aficionado,Colombia,Suspenso,Amigo,Lumia 640
1483,2017,Aficionado,Colombia,Drama,Amigo,Moto G4 Play
1484,2017,Aficionado,Colombia,Ficción,Redes Sociales,Iphone 5S
1485,2017,Aficionado,Colombia,Drama,Redes Sociales,iPhone 6S
1486,2017,Aficionado,Colombia,Drama,Redes Sociales,Iphone 7 plus
1487,2017,Aficionado,Colombia,Drama,Redes Sociales,alcatel pop c7
1488,2017,Aficionado,Colombia,Drama,Redes Sociales,Motorola g3
1489,2017,Aficionado,Colombia,Drama,Redes Sociales,Samsung J2
1490,2017,Aficionado,Colombia,Suspenso,Redes Sociales,iPhone 5s
1491,2017,Aficionado,Colombia,Suspenso,Amigo,Galaxy S4
1492,2017,Aficionado,Colombia,Ficción,Televisión,Lumia 535
1493,2017,Aficionado,Colombia,Drama,Redes Sociales,LG 4G
1494,2017,Aficionado,Colombia,Suspenso,Amigo,Lenovo Vibe K5
1495,2017,Aficionado,Colombia,Ficción,Amigo,Y5 2
1496,2017,Aficionado,Colombia,Ficción,Prensa,s6 edge
1497,2017,Aficionado,Colombia,Drama,Redes Sociales,huawei lua-u23
1498,2017,Aficionado,Colombia,Comedia,Amigo,S6
1499,2017,Aficionado,Colombia,Drama,Amigo,J5 Premium
1500,2017,Aficionado,Colombia,Drama,Amigo,J5 Prime
1501,2017,Aficionado,Colombia,Drama,Amigo,ALE-L23
1502,2017,Aficionado,Colombia,Comedia romÍntica,Radio,Moto g play
1503,2017,Aficionado,Colombia,Suspenso,Radio,Galaxy J5 Prime
1504,2017,Aficionado,Colombia,Drama,Amigo,5c
1505,2017,Aficionado,Colombia,Ficción,Televisión,galaxy core prime duos
1506,2017,Aficionado,Colombia,Drama,Redes Sociales,ALCATEL IDOLO 4 CON VR
1507,2017,Aficionado,Colombia,Drama,Redes Sociales,IPhone 6s
1508,2017,Aficionado,Colombia,Drama,Redes Sociales,Iphone 6s
1509,2017,Aficionado,Colombia,Ficción,Amigo,Samsung s5
1510,2017,Aficionado,Colombia,Acción,Amigo,P9
1511,2017,Aficionado,Colombia,Suspenso,Redes Sociales,galaxy j5 metal y galaxy j5 prime
1512,2017,Aficionado,Colombia,Terror,Redes Sociales,IPHONE 5
1513,2017,Aficionado,Colombia,Suspenso,Amigo,iphone 6
1514,2017,Aficionado,Colombia,Drama,Amigo,Galaxy J7
1515,2017,Aficionado,Colombia,Suspenso,Amigo,Samsug Galaxy note 7
1516,2017,Aficionado,Colombia,Ficción,Redes Sociales,XPERIA
1517,2017,Aficionado,Colombia,Drama,Radio,GALAXY J1 ACE
1518,2017,Aficionado,Colombia,Ficción,Amigo,j5
1519,2017,Aficionado,Colombia,Drama,Amigo,samsung galaxy prime
1520,2017,Aficionado,Colombia,Ficción,Amigo,Iphone 6
1521,2017,Aficionado,Colombia,Suspenso,Redes Sociales,P9 Lite
1522,2017,Aficionado,Internacional,Drama,Amigo,GALAXY S6
1523,2017,Aficionado,Colombia,Drama,Televisión,galaxy core prime duos
1524,2017,Aficionado,Colombia,Documental,Redes Sociales,J5
1525,2017,Aficionado,Colombia,Drama,Redes Sociales,Motorola X
1526,2017,Aficionado,Colombia,Suspenso,Radio,galaxi j1
1527,2017,Aficionado,Colombia,Drama,Amigo,Ascend G630
1528,2017,Aficionado,Colombia,Suspenso,Redes Sociales,Ipad Mini 4 Modelo A1432
1529,2017,Aficionado,Colombia,Drama,Amigo,OnePlus X
1530,2017,Aficionado,Colombia,Suspenso,Amigo,Motorola G4 Play
1531,2017,Aficionado,Colombia,Documental,Amigo,Iphone 6S Plus
1532,2017,Aficionado,Colombia,Suspenso,Redes Sociales,Moto G 4 Play
1533,2017,Aficionado,Colombia,Drama,Redes Sociales,E5
1534,2017,Aficionado,Colombia,Drama,Amigo,Gplay mini
1535,2017,Aficionado,Colombia,Documental,Amigo,Iphone 6s
1536,2017,Aficionado,Colombia,Drama,Amigo,Galaxy S6 Edge
1537,2017,Aficionado,Colombia,Suspenso,Amigo,iPhone 5s
1538,2017,Aficionado,Colombia,Suspenso,Amigo,iPhone 6 Plus
1539,2017,Aficionado,Colombia,Documental,Amigo,a45c
1540,2017,Aficionado,Colombia,Drama,Amigo,Huawei p9 Lite
1541,2017,Aficionado,Colombia,Acción,Amigo,iphone 6
1542,2017,Aficionado,Colombia,Ficción,Televisión,iPhone 5
1543,2017,Aficionado,Colombia,Ficción,Redes Sociales,Iphone 6
1544,2017,Aficionado,Colombia,Drama,Amigo,samsung galaxi a5
1545,2017,Aficionado,Colombia,Terror,Amigo,G2
1546,2017,Aficionado,Colombia,Documental,Redes Sociales,Xperia XZ
1547,2017,Aficionado,Colombia,Comedia,Amigo,iPad mini 1
1548,2017,Aficionado,Colombia,Documental,Redes Sociales,P9 Lite
1549,2017,Aficionado,Colombia,Terror,Televisión,R28h73c7d5f
1550,2017,Aficionado,Colombia,Comedia,Amigo,Samsung Galaxy J7
1551,2017,Aficionado,Colombia,Drama,Redes Sociales,Y6 II
1552,2017,Aficionado,Colombia,Terror,Televisión,Samsung DÍºos
1553,2017,Aficionado,Colombia,Drama,Amigo,moto g 3ra generación
1554,2017,Aficionado,Colombia,Documental,Redes Sociales,p9 plus
1555,2017,Aficionado,Colombia,Ficción,Amigo,DROID 4
1556,2017,Aficionado,Colombia,Drama,Radio,Galaxy Grant GT-I9080L
1557,2017,Aficionado,Colombia,Drama,Redes Sociales,Moto G 4 play/android 6.0- cÍmara de 8 megapixeles
1558,2017,Aficionado,Colombia,Suspenso,Amigo,Sony Xperia
1559,2017,Aficionado,Colombia,Documental,Redes Sociales,Samsung Galaxy S4
1560,2017,Aficionado,Colombia,Drama,Amigo,G3
1561,2017,Aficionado,Colombia,Drama,Redes Sociales,sony xperia z3
1562,2017,Aficionado,Colombia,Drama,Amigo,iPhone 5s
1564,2017,Aficionado,Colombia,Drama,Amigo,SAMSUNG GALAXY S8 PLUS
1565,2017,Aficionado,Colombia,Drama,Redes Sociales,Samsung Galaxy J7 Prime
1566,2017,Aficionado,Colombia,Drama,Redes Sociales,Moto G5 Plus
1567,2017,Aficionado,Colombia,Suspenso,Redes Sociales,Samsung J2 prime
1568,2017,Aficionado,Colombia,Ficción,Amigo,Iphone 5
1569,2017,Aficionado,Colombia,Comedia,Prensa,Samsung LTE
1571,2017,Aficionado,Colombia,Ficción,Amigo,NOKIA N8
1572,2017,Aficionado,Colombia,Drama,Amigo,Moto G5 Model XT1671
1573,2017,Aficionado,Colombia,Suspenso,Redes Sociales,g play mini
1574,2017,Aficionado,Colombia,Drama,Amigo,iPhone 7
1575,2017,Aficionado,Colombia,Documental,Amigo,zenfone 3 max
1576,2017,Aficionado,Colombia,Ficción,Redes Sociales,One
1577,2017,Aficionado,Colombia,Suspenso,Amigo,5s
1578,2017,Aficionado,Colombia,Suspenso,Televisión,galaxy j5
1579,2017,Aficionado,Colombia,Suspenso,Redes Sociales,sony xperia z3
1580,2017,Aficionado,Colombia,Terror,Redes Sociales,samsung galaxy j1
1581,2017,Aficionado,Colombia,Acción,Redes Sociales,25s
1582,2017,Aficionado,Colombia,Drama,Redes Sociales,Iphone 5s
1583,2017,Aficionado,Colombia,Comedia,Redes Sociales,iPad Air 1
1584,2017,Aficionado,Colombia,Suspenso,Redes Sociales,S7
1585,2017,Aficionado,Colombia,Comedia,Redes Sociales,lg4
1586,2017,Aficionado,Colombia,Documental,Redes Sociales,iPhone 5s
1587,2017,Aficionado,Colombia,Suspenso,Amigo,Galaxy J5 Prime
1588,2017,Aficionado,Colombia,Suspenso,Redes Sociales,World_Space_Phone_5G
1589,2017,Aficionado,Colombia,Drama,Amigo,P9 lite
1590,2017,Aficionado,Colombia,Drama,Redes Sociales,iPhone 5s
1591,2017,Aficionado,Colombia,Ficción,Redes Sociales,Iphone 5SE
1592,2017,Aficionado,Colombia,Drama,Amigo,Iphone 7 Plus
1593,2017,Aficionado,Colombia,Suspenso,Amigo,FFMRKGYBG5MG
1594,2017,Aficionado,Colombia,Comedia,Redes Sociales,Iphone s6
1595,2017,Aficionado,Colombia,Ficción,Redes Sociales,Samsung J5
1596,2017,Aficionado,Colombia,Drama,Televisión,Galaxy S5
1597,2017,Aficionado,Internacional,Drama,Redes Sociales,5S
1598,2017,Aficionado,Colombia,Acción,Redes Sociales,Iphone 7
1599,2017,Aficionado,Colombia,Drama,Televisión,P10
1600,2017,Aficionado,Colombia,Ficción,Redes Sociales,iPhone 5
1601,2017,Aficionado,Colombia,Comedia,Redes Sociales,iphone 6s
1602,2017,Aficionado,Colombia,Drama,Redes Sociales,Iphone 7 Plus
1603,2017,Aficionado,Colombia,Drama,Amigo,K10
1604,2017,Aficionado,Colombia,Comedia,Redes Sociales,MediaPad 10 Link+
1606,2017,Aficionado,Colombia,Comedia,Amigo,Huawei P9 Lite
1607,2017,Aficionado,Colombia,Documental,Amigo,Samsung Galaxy Grand 4
1608,2017,Aficionado,Colombia,Drama,Redes Sociales,Sony Xperia Z3
1609,2017,Aficionado,Colombia,Terror,Redes Sociales,moto g 3
1610,2017,Aficionado,Colombia,Ficción,Radio,moto g
1612,2017,Aficionado,Colombia,Ficción,Amigo,PHAB 2 PLUS
1613,2017,Aficionado,Colombia,Suspenso,Redes Sociales,Z10
1614,2017,Aficionado,Colombia,Suspenso,Amigo,MOTOROLA TERCERA GENERACION
1615,2017,Aficionado,Colombia,Ficción,Redes Sociales,iPhone 6
1616,2017,Aficionado,Colombia,Drama,Redes Sociales,Iphone 6
1617,2017,Aficionado,Colombia,Drama,Redes Sociales,IPAD 2
1619,2017,Aficionado,Colombia,Ficción,Amigo,s820
1620,2017,Aficionado,Colombia,Drama,Redes Sociales,iphone 4
1621,2017,Aficionado,Colombia,Drama,Amigo,Iphone 6
1622,2017,Aficionado,Colombia,Ficción,Redes Sociales,Galaxy S5
1623,2017,Aficionado,Colombia,Acción,Amigo,l110
1624,2017,Aficionado,Colombia,Ficción,Redes Sociales,Samsung Galaxy Grand Prime
1625,2017,Aficionado,Colombia,Drama,Redes Sociales,Iphone 5s
1626,2017,Aficionado,Colombia,Drama,Amigo,Xperia Z Ultra
1627,2017,Aficionado,Colombia,Documental,Televisión,MOTO G5
1628,2017,Aficionado,Colombia,Drama,Redes Sociales,noteedge
1629,2017,Aficionado,Colombia,Drama,Amigo,Y300
1630,2017,Aficionado,Colombia,Comedia,Amigo,iPhone 6
1631,2017,Aficionado,Colombia,Drama,Redes Sociales,Iphone 6
1632,2017,Aficionado,Colombia,Drama,Amigo,iPhone 7
1633,2017,Aficionado,Colombia,Suspenso,Televisión,hg 34
1634,2017,Aficionado,Colombia,Comedia,Redes Sociales,sm6355m
1635,2017,Aficionado,Internacional,Comedia romÍntica,Redes Sociales,Iphone 6
1636,2017,Aficionado,Colombia,Drama,Televisión,IPHONE 4S
1637,2017,Aficionado,Colombia,Drama,Redes Sociales,6 plus
1638,2017,Aficionado,Colombia,Drama,Televisión,Galaxy S5
1639,2017,Aficionado,Colombia,Suspenso,Redes Sociales,IPad mini 2 Modelo ME280E/A
1641,2017,Aficionado,Colombia,Drama,Radio,Iphone 6 plus
1642,2017,Aficionado,Colombia,Comedia,Prensa,P8 Lite
1643,2017,Aficionado,Colombia,Drama,Redes Sociales,Y5 II
1644,2017,Aficionado,Colombia,Suspenso,Amigo,Mate 8
1645,2017,Aficionado,Colombia,Drama,Redes Sociales,Galaxi S 4 mini gt-19192
1646,2017,Aficionado,Colombia,Drama,Redes Sociales,Iphone 5S
1647,2017,Aficionado,Colombia,Documental,Televisión,J2 prime
1648,2017,Aficionado,Colombia,Ficción,Amigo,World_Space_Phone_5G
1649,2017,Aficionado,Colombia,Drama,Redes Sociales,iPhone 5s
1650,2017,Aficionado,Colombia,Drama,Televisión,y5ii
1651,2017,Aficionado,Colombia,Drama,Amigo,y5II
1652,2017,Aficionado,Colombia,Ficción,Amigo,"La cÍmara del Huawei Mate 9 se destaca en fotografía, optando como en el caso del P9 por una doble"
1653,2017,Aficionado,Colombia,Drama,Prensa,Mate 8
1654,2017,Aficionado,Colombia,Drama,Televisión,one touch
1655,2017,Aficionado,Colombia,Drama,Redes Sociales,S4 mini
1656,2017,Aficionado,Colombia,Documental,Redes Sociales,iphon 6
1657,2017,Aficionado,Colombia,Comedia romÍntica,Amigo,G4
1658,2017,Aficionado,Colombia,Acción,Amigo,iPhone 7
1659,2017,Aficionado,Colombia,Drama,Televisión,samsung galaxy s8
1660,2017,Aficionado,Colombia,Drama,Radio,Redmi 4X
1661,2017,Aficionado,Colombia,Drama,Amigo,Iphone 6s
1662,2017,Aficionado,Colombia,Ficción,Redes Sociales,iPhone 5S
1663,2017,Aficionado,Colombia,Suspenso,Redes Sociales,SONY XPIRIA Z3
1664,2017,Aficionado,Colombia,Suspenso,Televisión,P10
1665,2017,Aficionado,Colombia,Drama,Amigo,Moto X Play
1666,2017,Aficionado,Colombia,Drama,Amigo,P8 LITE
1667,2017,Aficionado,Colombia,Drama,Radio,iPhone 7 plus y iPhone 5
1668,2017,Aficionado,Colombia,Documental,Televisión,Galaxy J5
1669,2017,Aficionado,Colombia,Ficción,Amigo,6s
1670,2017,Aficionado,Colombia,Drama,Redes Sociales,Iphone 6 plus
1671,2017,Aficionado,Colombia,Drama,Amigo,Iphone 5SE
1672,2017,Aficionado,Colombia,Ficción,Amigo,Galaxy Core 2 Duos SMG355M
1673,2017,Aficionado,Colombia,Drama,Radio,Iphone 7
1674,2017,Aficionado,Colombia,Ficción,Redes Sociales,xperia Xa ultra
1675,2017,Aficionado,Colombia,Drama,Redes Sociales,huawei p5
1676,2017,Aficionado,Colombia,Terror,Amigo,prime j5
1677,2017,Aficionado,Colombia,Documental,Redes Sociales,Iphone 7
1678,2017,Aficionado,Colombia,Drama,Redes Sociales,LANIX ilium L1200
1679,2017,Aficionado,Colombia,Drama,Redes Sociales,samsung galaxy 57 edge modelo SM-G935F
